bin	uvdist_klambda	scales_arcsec	V_re	V_im	power
88	2084.133285154931	0.0989691051509515	-0.2818350532588623	0.12829896153808043	0.09589162077717561
89	2107.3562357934434	0.0978784710167597	-0.1254216049005946	-0.03999946063753157	0.017330535827134293
90	2130.5791864319553	0.09681161233557552	0.013506953400634071	0.05011631709111034	0.002694083028943619
91	2153.8021370704673	0.0957677600448717	-0.1088828854352356	0.061317307020233955	0.015615294880916272
92	2177.0250877089793	0.09474617789736259	-0.18422130429906008	0.09022123389278393	0.042077360002783316
93	2200.2480383474913	0.09374616072922975	0.18116171946849619	0.03638863770209785	0.03414370155459665
94	2223.4709889860037	0.09276703283687178	0.04553521693311484	0.3319803248991156	0.1122843921012682
95	2246.6939396245157	0.09180814645432696	0.15777461965596548	0.22379844773005278	0.07497857581396573
96	2269.916890263028	0.09086888032415817	-0.10940817982419519	0.05472364632668667	0.014964827279731719
97	2293.13984090154	0.08994863835517508	0.20230883279533246	-0.2751334196392611	0.11662726242940352
98	2316.362791540052	0.08904684836089927	0.16735994021750028	0.11676923114783992	0.04164440293246294
99	2339.585742178564	0.08816296087316199	0.2756895389088806	-0.06106992492744826	0.07973425759443535
